Model;Param Combo;lb;ub;k_C;k_N;k_O;k_d;YX_CO2;YX_O2;YX_C;YX_N;Xmax;mu_max;pH_LL;pH_UL;I_val;t_lag;t_value_k_C;t_value_k_N;t_value_k_O;t_value_k_d;t_value_YX_CO2;t_value_YX_O2;t_value_YX_C;t_value_YX_N;t_value_Xmax;t_value_mu_max;t_value_pH_LL;t_value_pH_UL;t_value_I_val;t_value_t_lag;RMSE_X;NMRSE_X;MAPE_X;RMSE_C;NMRSE_C;MAPE_C;RMSE_N;NMRSE_N;MAPE_N;RMSE_pH;NMRSE_pH;MAPE_pH;RMSE;NMRSE;MAPE;AIC;BIC
Model_iteration_29;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.152807872;0.132614019;;;;;;;;;;;;;6756.096465;12589.21007;;;;;0.090806907;0.092566504;6.880890839;0.249036769;0.093312972;4.281909553;0.045921185;0.362010562;4.294934851;0.039652862;0.049566077;0.53885033;0.135965355;0.019534356;3.999146393;-155.6284133;-152.2506543
Model_iteration_16;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.15305683;0.130982194;;;;;;;;;;;;;6635.624039;12361.94394;;;;;0.090961083;0.092723667;6.827881925;0.248937552;0.093275795;4.334694411;0.04599596;0.362600038;4.302099919;0.04029815;0.050372687;0.549600471;0.135999442;0.019539253;4.003569181;-155.6083599;-152.230601
Model_iteration_20;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.150774835;0.130852678;;;;;;;;;;;;;6617.158398;12317.11881;;;;;0.09026361;0.092012679;6.783473167;0.249247186;0.093391814;4.381873067;0.046075963;0.363230724;4.311011478;0.040280773;0.050350967;0.549315275;0.136030524;0.019543719;4.006418247;-155.590078;-152.2123191
Model_iteration_5;['Xmax', 'pH_UL'];[1.15, 5.5];[1.2, 21.0];;;;;;;;;1.16040046;;;7.256990053;;;;;;;;;;;3582.149015;;;19446.4492;;;0.09338869;0.095198315;7.468649304;0.248336224;0.093050481;4.246917021;0.045629884;0.359714153;4.264487266;0.039538172;0.049422716;0.536984837;0.13604933;0.019546421;4.129259607;-155.579019;-152.2012601
Model_iteration_36;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.15743842;0.130437966;;;;;;;;;;;;;6589.074113;12312.08739;;;;;0.09244631;0.094237674;6.885998525;0.248517332;0.093118341;4.291035452;0.045883491;0.361713415;4.288980582;0.040707323;0.050884154;0.555371483;0.136078622;0.019550629;4.005346511;-155.5617966;-152.1840377
Model_iteration_33;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.155473537;0.13604432;;;;;;;;;;;;;7005.649406;13090.20075;;;;;0.091895233;0.093675919;7.056669617;0.249498873;0.09348612;4.251281334;0.045666854;0.360005598;4.268860266;0.038783463;0.048479329;0.518477445;0.136275493;0.019578914;4.023822166;-155.4461406;-152.0683817
Model_iteration_42;['Xmax'];[1.15];[1.2];;;;;;;;;1.152084339;;;;;;;;;;;;;;11243.81395;;;;;;0.09454907;0.09638118;8.313350625;0.256822389;0.096230209;4.734687176;0.045173743;0.356118251;4.222491286;0.038150994;0.047688742;0.492746987;0.139994135;0.020113177;4.440819019;-155.2923799;-153.6035004
Model_iteration_10;['Xmax'];[1.15];[1.2];;;;;;;;;1.152197655;;;;;;;;;;;;;;11243.74104;;;;;;0.094594156;0.09642714;8.317490835;0.256828522;0.096232507;4.733732542;0.045169976;0.356088561;4.222070639;0.038163125;0.047703906;0.493006603;0.140005085;0.02011475;4.441575155;-155.2861231;-153.5972437
Model_iteration_21;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.155343374;0.137882816;;;;;;;;;;;;;7130.0514;13340.95947;;;;;0.092106874;0.09389166;7.128968645;0.250105391;0.093713379;4.32056906;0.045584207;0.359354069;4.260878985;0.038405505;0.048006882;0.507176372;0.136555195;0.019619099;4.054398265;-155.2821109;-151.904352
Model_iteration_42;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.08287455;1.176285581;;;6.820530661;;;;;;;;;;521.9178057;6187.493474;;;130465.8143;;;0.09466412;0.096498459;8.573558839;0.243131151;0.091100163;4.467352964;0.027079864;0.213478744;2.345018798;0.046344034;0.057930042;0.613686334;0.133187031;0.01913519;3.999904234;-155.2800713;-150.2134329
Model_iteration_22;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;14.05905863;1.155982434;;;7.214416509;;;;;;;;;;496.9554392;2610.405694;;;11694.05277;;;0.091830604;0.093610038;7.372067757;0.248125631;0.092971572;4.351667145;0.031400632;0.247540661;2.639255175;0.040554379;0.050692974;0.559153956;0.134749625;0.01935969;3.730536008;-154.3469481;-149.2803097
Model_iteration_2;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.165593487;0.128750407;;;;;;;;;;;;;6626.801392;12282.47397;;;;;0.095521017;0.097371961;6.973508141;0.248278438;0.093028828;4.286639984;0.04571242;0.360364809;4.268210369;0.041891353;0.052364191;0.57085234;0.136575033;0.019621949;4.024802709;-155.27049;-151.8927311
Model_iteration_43;['Xmax'];[1.15];[1.2];;;;;;;;;1.153025879;;;;;;;;;;;;;;11243.20919;;;;;;0.094925918;0.09676533;8.347750371;0.256878297;0.096251157;4.726755228;0.045142454;0.355871592;4.21899615;0.038253019;0.047816273;0.494903371;0.14008794;0.020126654;4.44710128;-155.2387927;-153.5499132
Model_iteration_20;['Xmax'];[1.15];[1.2];;;;;;;;;1.15303937;;;;;;;;;;;;;;11243.20054;;;;;;0.094931355;0.096770872;8.348243235;0.25687918;0.096251488;4.726641579;0.045142006;0.355868058;4.218946072;0.038254501;0.047818126;0.494934256;0.140089331;0.020126854;4.447191286;-155.2379985;-153.549119
Model_iteration_4;['Xmax'];[1.15];[1.2];;;;;;;;;1.153424213;;;;;;;;;;;;;;11242.95406;;;;;;0.095086867;0.096929398;8.362302989;0.25690534;0.09626129;4.726162014;0.04512922;0.355767264;4.217517477;0.038297022;0.047871277;0.49581515;0.14012956;0.020132634;4.450449408;-155.2150286;-153.5261491
Model_iteration_6;['Xmax'];[1.15];[1.2];;;;;;;;;1.155289077;;;;;;;;;;;;;;11233.28435;;;;;;0.095852017;0.097709375;8.430412552;0.257058504;0.09631868;4.730737253;0.045067294;0.355279085;4.210595374;0.038509284;0.048136605;0.500076645;0.140339508;0.020162797;4.467955456;-155.095259;-153.4063796
Model_iteration_13;['Xmax'];[1.15];[1.2];;;;;;;;;1.155836077;;;;;;;;;;;;;;11241.27093;;;;;;0.096080331;0.097942113;8.450401436;0.257111971;0.096338714;4.732086298;0.045049134;0.355135926;4.208564488;0.03857378;0.048217225;0.501327614;0.14040598;0.020172347;4.473094959;-155.0573758;-153.3684964
Model_iteration_50;['Xmax', 'pH_UL'];[1.15, 5.5];[1.2, 21.0];;;;;;;;;1.162279538;;;7.018185883;;;;;;;;;;;8457.682534;;;51169.3347;;;0.094755385;0.096591493;7.611157964;0.248979151;0.093291382;4.627974441;0.04644839;0.36616668;4.351490795;0.046523688;0.058154611;0.626382697;0.137196125;0.019711183;4.304251474;-154.9075045;-151.5297456
Model_iteration_17;['Xmax'];[1.15];[1.2];;;;;;;;;1.159018148;;;;;;;;;;;;;;11239.26328;;;;;;0.097438967;0.099327075;8.566543735;0.257496146;0.096482663;4.739874069;0.044943605;0.35430401;4.196755557;0.038965606;0.048707007;0.508577002;0.140834001;0.020233842;4.502937591;-154.8138703;-153.1249908
Model_iteration_19;['Xmax'];[1.15];[1.2];;;;;;;;;1.159404216;;;;;;;;;;;;;;11239.02161;;;;;;0.097607484;0.099498858;8.580640753;0.257551701;0.096503479;4.740824092;0.044930805;0.354203097;4.195322412;0.039015361;0.048769201;0.509457434;0.140890982;0.020242029;4.506561173;-154.7815091;-153.0926296
Model_iteration_14;['Xmax'];[1.15];[1.2];;;;;;;;;1.159783075;;;;;;;;;;;;;;11238.78484;;;;;;0.097773664;0.099668257;8.594474969;0.257607953;0.096524556;4.741755594;0.044918247;0.354104101;4.193916034;0.039064479;0.048830598;0.510319864;0.140947889;0.020250204;4.510116615;-154.7492034;-153.0603239
Model_iteration_18;['Xmax'];[1.15];[1.2];;;;;;;;;1.159839185;;;;;;;;;;;;;;11238.74982;;;;;;0.097798338;0.09969341;8.596523805;0.257616438;0.096527735;4.741893548;0.044916387;0.35408944;4.193707747;0.039071788;0.048839735;0.510447565;0.140956403;0.020251428;4.510643166;-154.7443707;-153.0554913
Model_iteration_40;['Xmax'];[1.15];[1.2];;;;;;;;;1.163893338;;;;;;;;;;;;;;11236.22479;;;;;;0.099624359;0.101554814;8.744622017;0.258335305;0.096797092;4.751895865;0.044782095;0.353030773;4.178654881;0.03962389;0.049529863;0.51966461;0.141631239;0.020348382;4.548709343;-154.3622808;-152.6734013
Model_iteration_18;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;11.06611292;1.151586807;;;;;;;;;;;;;746.0439371;11240.05667;;;;;;0.094284366;0.096111346;8.280393449;0.256673703;0.096174497;4.734010738;0.024517611;0.193279729;2.089996461;0.038079316;0.047599146;0.490606888;0.138583981;0.019910578;3.898751884;-154.1023022;-150.7245433
Model_iteration_10;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;13.6067401;1.150278705;;;;;;;;;;;;;607.0904888;11241.59334;;;;;;0.093799877;0.095617469;8.238350196;0.256672406;0.096174011;4.746926852;0.029137305;0.229698168;2.407394601;0.037952089;0.047440112;0.48799622;0.138715973;0.019929542;3.970166967;-154.0261438;-150.6483849
Model_iteration_45;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;11.40702631;1.156227001;;;;;;;;;;;;;727.6445204;11237.2828;;;;;;0.096177182;0.098040841;8.45069666;0.257027259;0.096306973;4.728117414;0.024749032;0.195104094;2.123137456;0.038600362;0.048250452;0.501282044;0.139118263;0.019987339;3.950808393;-153.7944713;-150.4167124
Model_iteration_4;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.151848437;0.126592079;;;;;;;;;;;;;6288.735144;11726.6209;;;;;0.091323617;0.093093226;6.703443978;0.249739098;0.093576131;4.516116502;0.046266918;0.364736083;4.329118029;0.042460102;0.053075127;0.57857576;0.136613605;0.019627491;4.031813567;-155.2478994;-151.8701405
Model_iteration_6;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.184366274;0.126467089;;;;;;;;;;;;;6336.207226;11983.36;;;;;0.103596885;0.105604317;7.23312139;0.250452232;0.093843339;4.385041436;0.04524536;0.356682833;4.212894073;0.044499842;0.055624802;0.596362589;0.139181548;0.019996431;4.106854872;-153.7580876;-150.3803287
Model_iteration_5;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.49365895;1.152968071;0.139078957;;;;;;;;;;;;566.1466072;7193.141444;13466.63118;;;;;0.091432095;0.093203806;7.139974456;0.250579094;0.093890874;4.372694191;0.029530734;0.232799691;2.439882351;0.038058982;0.047573728;0.499488667;0.13552699;0.019471375;3.613009916;-153.8867574;-148.820119
Model_iteration_7;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.84576292;1.152798236;0.140025498;;;;;;;;;;;;518.8290606;7258.009537;13597.61414;;;;;0.091565733;0.093340034;7.177782623;0.250981412;0.094041621;4.407933698;0.0326834;0.25765311;2.800351094;0.037923335;0.047404169;0.493724453;0.135906527;0.019525904;3.719947967;-153.6630344;-148.5963961
Model_iteration_37;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.160038663;0.143162066;;;;;;;;;;;;;7475.807945;14103.0184;;;;;0.095269211;0.097115275;7.766663801;0.252882399;0.094753912;4.51961145;0.045193067;0.356270593;4.220512135;0.03842251;0.048028137;0.478490411;0.138333323;0.019874566;4.246319449;-154.2471299;-150.869371
Model_iteration_10;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.98048135;1.162267901;0.126263825;;;;;;;;;;;;457.9243628;6269.562995;11755.92519;;;;;0.094681032;0.096515699;6.863344152;0.24858627;0.093144172;4.402008253;0.033682866;0.265532199;2.883797211;0.042968769;0.053710961;0.586723254;0.135775994;0.01950715;3.683968218;-153.7399085;-148.6732701
Model_iteration_48;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.3236406;1.16729214;;;7.280742149;;;;;;;;;;607.6261931;4180.291045;;;25003.91303;;;0.096378654;0.098246216;7.614013684;0.249358614;0.093433565;4.250806891;0.026816073;0.211399197;2.293884379;0.03966169;0.049577113;0.526389824;0.135794619;0.019509826;3.671273695;-153.7289349;-148.6622965
Model_iteration_11;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;10.69148327;1.170983434;0.130472564;;;;;;;;;;;;672.6394177;6665.766643;12469.09059;;;;;0.097590332;0.099481374;7.127265541;0.248683676;0.093180669;4.199459007;0.025868336;0.203927905;2.170925709;0.041652666;0.052065833;0.562757258;0.135804602;0.01951126;3.515101879;-153.7230544;-148.656416
Model_iteration_3;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;10.35474273;1.15716261;;;;;;;;;;;;;801.4803614;11236.32933;;;;;;0.096557838;0.098428872;8.481785196;0.257102852;0.096335297;4.729332366;0.024715211;0.19483747;2.02912141;0.038708628;0.048385785;0.503208822;0.139225081;0.020002686;3.935861949;-153.7330697;-150.3553108
Model_iteration_31;['Xmax'];[1.15];[1.2];;;;;;;;;1.164572865;;;;;;;;;;;;;;11235.80776;;;;;;0.099938335;0.101874874;8.769427074;0.258475763;0.096849721;4.753567256;0.04475961;0.352853517;4.17613237;0.039720886;0.049651108;0.521205822;0.141755566;0.020366245;4.55508313;-154.2920855;-152.603206
Model_iteration_32;['Xmax'];[1.15];[1.2];;;;;;;;;1.165577262;;;;;;;;;;;;;;11235.1935;;;;;;0.100406526;0.102352138;8.806088781;0.25869392;0.096931463;4.756037857;0.044726386;0.352591601;4.172403881;0.039866547;0.049833184;0.523482273;0.141945241;0.020393496;4.564503198;-154.1851136;-152.4962342
Model_iteration_36;['Xmax'];[1.15];[1.2];;;;;;;;;1.165631565;;;;;;;;;;;;;;11235.16035;;;;;;0.100431977;0.102378082;8.8080708;0.258706073;0.096936017;4.756171434;0.04472459;0.352577444;4.172202302;0.039874499;0.049843124;0.523605294;0.141955696;0.020394998;4.565012457;-154.1792214;-152.490342
Model_iteration_30;['Xmax'];[1.15];[1.2];;;;;;;;;1.167173299;;;;;;;;;;;;;;11232.94396;;;;;;0.101160437;0.103120658;8.864340718;0.259066399;0.097071029;4.75996427;0.044673616;0.352175606;4.16647911;0.040103547;0.050129434;0.527095782;0.14226108;0.020438873;4.57946997;-154.0073054;-152.3184259
Model_iteration_50;['Xmax'];[1.15];[1.2];;;;;;;;;1.169498335;;;;;;;;;;;;;;11247.87312;;;;;;0.10228002;0.104261935;8.949187675;0.259665463;0.097295496;4.784453006;0.044596801;0.351570048;4.157848134;0.040460667;0.050575834;0.532351077;0.142752667;0.0205095;4.605959973;-153.73134;-152.0424605
Model_iteration_21;['Xmax'];[1.15];[1.2];;;;;;;;;1.170000717;;;;;;;;;;;;;;11232.29791;;;;;;0.102524925;0.104511586;8.967481075;0.259803191;0.097347102;4.791506015;0.044580228;0.3514394;4.155984739;0.040539666;0.050674583;0.533482831;0.142863501;0.020525423;4.612113665;-153.6692515;-151.9803721
Model_iteration_44;['Xmax'];[1.15];[1.2];;;;;;;;;1.170220609;;;;;;;;;;;;;;11275.01135;;;;;;0.102632527;0.104621273;8.975499219;0.259864554;0.097370095;4.79460248;0.044572967;0.351382155;4.155168678;0.040574556;0.050718195;0.533979155;0.142912618;0.02053248;4.614812383;-153.6417517;-151.9528723
Model_iteration_21;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;10.61634811;1.158586176;;;;;;;;;;;;;783.1757478;11230.39384;;;;;;0.097172065;0.099055001;8.534553208;0.257287711;0.096404563;4.733105524;0.024520234;0.19330041;2.025823776;0.038886234;0.048607792;0.506506901;0.139420907;0.020030821;3.949997352;-153.6206251;-150.2428662
Model_iteration_32;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.16647502;0.143840197;;;;;;;;;;;;;7530.236979;14259.47996;;;;;0.098314343;0.100219414;8.082052978;0.254209394;0.095251131;4.557295445;0.044952666;0.354375441;4.193928885;0.039214719;0.049018398;0.478894252;0.139505074;0.020042913;4.32804289;-153.5723446;-150.1945857
Model_iteration_1;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;12.31264268;1.158939483;;;;;;;;;;;;;676.6377264;11235.57676;;;;;;0.097346843;0.099233166;8.551882023;0.257376257;0.096437741;4.735531599;0.026040625;0.205286108;2.213145185;0.038937826;0.048672282;0.507611815;0.139564693;0.020051478;4.002042655;-153.5381631;-150.1604042
Model_iteration_49;['Xmax'];[1.15];[1.2];;;;;;;;;1.171047368;;;;;;;;;;;;;;11232.95804;;;;;;0.103039272;0.1050359;9.005664408;0.260100959;0.097458674;4.806242514;0.044545676;0.351167014;4.152099606;0.040706316;0.050882895;0.535843939;0.143100421;0.020559462;4.624962617;-153.5366922;-151.8478127
Model_iteration_5;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.166912692;0.14386237;;;;;;;;;;;;;7532.516649;14267.00866;;;;;0.098521771;0.100430861;8.100481757;0.254305242;0.095287045;4.559027677;0.044937382;0.354254947;4.192223186;0.039273211;0.049091513;0.47967977;0.139588188;0.020054854;4.332853098;-153.5246965;-150.1469376
Model_iteration_8;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.177277701;0.119242158;;;;;;;;;;;;;5701.872168;10855.12469;;;;;0.102267393;0.104249063;7.693515669;0.251132243;0.094098136;4.61210079;0.045897564;0.361824351;4.280179512;0.048194102;0.060242627;0.651610984;0.139602365;0.020056891;4.309351739;-153.5165721;-150.1388132
Model_iteration_47;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;10.82627362;1.160945053;0.140406419;;;;;;;;;;;;717.6149234;7294.751031;13723.96678;;;;;0.094797703;0.09663463;7.432698389;0.251301799;0.094161668;4.418515412;0.025084749;0.197750651;2.118037533;0.038602811;0.048253513;0.495581693;0.136252174;0.019575564;3.616208257;-153.459831;-148.3931926
Model_iteration_50;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;11.2256088;1.16155622;;;;;;;;;;;;;743.5364846;11233.74595;;;;;;0.098488079;0.100396516;8.64464534;0.257756167;0.096580091;4.740980353;0.024569385;0.193687877;2.096084771;0.039276165;0.049095206;0.513377907;0.139896761;0.020099187;3.998772093;-153.3480438;-149.9702849
Model_iteration_14;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.187720463;0.128749262;;;;;;;;;;;;;6521.210692;12342.0526;;;;;0.105160947;0.107198687;7.359613737;0.251684568;0.09430509;4.318258617;0.045011349;0.354838054;4.18836262;0.043997495;0.054996869;0.581897427;0.139969414;0.020109625;4.1120331;-153.3065079;-149.928749
Model_iteration_42;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.172582349;0.142392179;;;;;;;;;;;;;7457.635602;14131.11584;;;;;0.100660027;0.102610551;8.116545522;0.254512783;0.09536481;4.565757443;0.044816823;0.353304544;4.177616685;0.03998697;0.049983713;0.489466385;0.14010416;0.020128985;4.337346509;-153.2295305;-149.8517716
Model_iteration_17;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;11.04092074;1.162828993;;;;;;;;;;;;;756.8654237;11232.77258;;;;;;0.099060343;0.100979869;8.690637909;0.25798027;0.096664062;4.74394401;0.024487394;0.193041516;2.07286171;0.039449483;0.049311854;0.51623823;0.14010948;0.020129749;4.005920465;-153.2264931;-149.8487342
Model_iteration_38;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.158888743;0.117045162;;;;;;;;;;;;;5470.793425;10384.89684;;;;;0.097459143;0.099347643;7.646728409;0.254059556;0.095194988;4.757043089;0.04660391;0.367392695;4.358704324;0.049521772;0.061902214;0.662052837;0.14023986;0.020148481;4.356132165;-153.1520831;-149.7743242
Model_iteration_9;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.73644681;1.161546541;;;;;;;;;;;;;567.8034368;11234.45367;;;;;;0.098521124;0.100430202;8.651679416;0.257825343;0.096606011;4.743567311;0.031475822;0.248133408;2.682007723;0.039286882;0.049108602;0.513848839;0.140280528;0.020154324;4.147775822;-153.1288873;-149.7511284
Model_iteration_4;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;12.68986427;1.163863258;;;;;;;;;;;;;660.2106385;11232.59517;;;;;;0.099553905;0.101482996;8.732462102;0.258220751;0.096754169;4.747924558;0.026664467;0.210204041;2.242684689;0.039600928;0.04950116;0.518858415;0.140417381;0.020173986;4.060482441;-153.0508799;-149.673121
Model_iteration_44;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.399385;1.176428166;0.123939215;;;;;;;;;;;;505.9815781;6104.94736;11538.82199;;;;;0.100497271;0.102444641;7.25218854;0.249332743;0.093423872;4.444099327;0.029870117;0.235475147;2.465324095;0.045102809;0.056378512;0.610970971;0.137106715;0.019698337;3.693145733;-152.959657;-147.8930186
Model_iteration_2;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;13.15468918;1.165021831;;;;;;;;;;;;;637.8853637;11235.21964;;;;;;0.100094753;0.102034324;8.775695633;0.258471178;0.096848003;4.751106328;0.027629284;0.21780999;2.281957118;0.039768144;0.04971018;0.521548981;0.140686879;0.020212705;4.082577015;-152.8974858;-149.5197269
Model_iteration_15;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.43548036;1.178705565;0.127114943;;;;;;;;;;;;486.686116;6371.90192;12020.94038;;;;;0.101008083;0.102965351;7.15472191;0.249376031;0.093440092;4.341761435;0.031825572;0.250890595;2.674516351;0.04367531;0.054594138;0.589309678;0.137214647;0.019713844;3.690077343;-152.896705;-147.8300667
Model_iteration_36;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;11.8663296;1.165871426;;;;;;;;;;;;;707.0874906;11231.12625;;;;;;0.100476948;0.102423924;8.803822492;0.258629701;0.096907401;4.752177022;0.02518018;0.198502959;2.160797618;0.039886815;0.049858519;0.52328146;0.140721302;0.02021765;4.060019648;-152.8779144;-149.5001555
Model_iteration_24;['Xmax'];[1.15];[1.2];;;;;;;;;1.176197061;;;;;;;;;;;;;;11228.62899;;;;;;0.105639518;0.107686532;9.193485295;0.2617603;0.098080422;4.878733644;0.044375895;0.349828581;4.132984561;0.041564062;0.051955077;0.547427801;0.144373607;0.020742383;4.688157825;-152.8280675;-151.139188
Model_iteration_39;['Xmax'];[1.15];[1.2];;;;;;;;;1.176369379;;;;;;;;;;;;;;11228.5287;;;;;;0.105728645;0.107777386;9.199805533;0.261822008;0.098103544;4.881178406;0.044370201;0.349783689;4.132343027;0.041594104;0.05199263;0.547820101;0.14441961;0.020748992;4.690286767;-152.8025809;-151.1137014
Model_iteration_8;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.214975;1.165307946;;;;;;;;;;;;;590.8672083;11232.0052;;;;;;0.10023824;0.102180591;8.788090565;0.258552788;0.096878582;4.752498631;0.030094212;0.237241756;2.523551018;0.039813016;0.04976627;0.522327883;0.140879369;0.02024036;4.146617024;-152.7881033;-149.4103444
Model_iteration_31;['YX_C', 'Xmax', 'mu_max', 'pH_UL'];[0.35, 1.15, 0.08, 5.5];[0.8, 1.2, 0.16, 21.0];;;;;;;0.475221652;;1.158478468;0.131198224;;6.580009748;;;;;;;;;157.5305947;;1051.413232;548.5565557;;13286.64484;;;0.08758352;0.089280656;10.20576672;0.244413427;0.091580626;4.755434726;0.046290994;0.364925883;4.356460405;0.048608384;0.060760481;0.634619219;0.134084327;0.019264106;4.988070266;-152.7429095;-145.9873917
Model_iteration_31;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;10.07986718;1.180091564;0.132068555;;;;;;;;;;;;730.1712255;6739.329238;12715.16028;;;;;0.10172213;0.103693234;7.340038215;0.250590279;0.093895065;4.269870031;0.026652727;0.210111491;2.296604432;0.042104567;0.052630708;0.556603808;0.137500947;0.019754977;3.615779122;-152.7299578;-147.6633194
Model_iteration_50;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.86604409;1.18095196;0.129082659;;;;;;;;;;;;517.7122961;6536.688277;12331.46801;;;;;0.10195609;0.103931728;7.254318791;0.250020663;0.093681632;4.282921479;0.030308729;0.238932858;2.504542056;0.043113446;0.053891808;0.576747215;0.137552503;0.019762384;3.654632385;-152.6999674;-147.6333291
Model_iteration_28;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.181894674;0.13917083;;;;;;;;;;;;;7281.102678;13793.16371;;;;;0.104200596;0.106219727;8.027250887;0.254964738;0.095534155;4.572103339;0.044662668;0.352089294;4.157761648;0.04135378;0.051692225;0.51118302;0.141040483;0.020263508;4.317074724;-152.6966655;-149.3189066
Model_iteration_27;['Xmax'];[1.15];[1.2];;;;;;;;;1.177088406;;;;;;;;;;;;;;11229.77592;;;;;;0.106102304;0.108158285;9.226070534;0.262082569;0.098201175;4.891318166;0.044346525;0.349597044;4.129672164;0.041719861;0.052149826;0.54944383;0.144613392;0.020776833;4.699126173;-152.6953085;-151.0064291
Model_iteration_1;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.16973675;0.146202978;;;;;;;;;;;;;7675.485819;14609.74979;;;;;0.100740747;0.102692835;8.493992813;0.25663128;0.096158601;4.661320848;0.044744706;0.352736026;4.172081121;0.039872027;0.049840033;0.504303592;0.141067519;0.020267392;4.457924593;-152.6813318;-149.3035729
Model_iteration_39;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;12.44906133;1.167417168;;;;;;;;;;;;;675.4340655;11230.33078;;;;;;0.101215349;0.103176634;8.861580768;0.259007082;0.097048804;4.756453482;0.026109123;0.205826098;2.21654111;0.04011919;0.050148987;0.526870512;0.14108548;0.020269972;4.090361468;-152.6711463;-149.2933874
Model_iteration_22;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.9379832;1.180708382;0.129931626;;;;;;;;;;;;484.7064903;6606.704014;12458.71836;;;;;0.101870305;0.103844281;7.276714509;0.250159061;0.09373349;4.252358419;0.032670046;0.257547832;2.779352879;0.042789244;0.053486555;0.570679986;0.137709265;0.019784906;3.719776448;-152.6088476;-147.5422092
