Model;Param Combo;lb;ub;k_C;k_N;k_O;k_d;YX_CO2;YX_O2;YX_C;YX_N;Xmax;mu_max;pH_LL;pH_UL;I_val;t_lag;t_value_k_C;t_value_k_N;t_value_k_O;t_value_k_d;t_value_YX_CO2;t_value_YX_O2;t_value_YX_C;t_value_YX_N;t_value_Xmax;t_value_mu_max;t_value_pH_LL;t_value_pH_UL;t_value_I_val;t_value_t_lag;RMSE_X;NMRSE_X;MAPE_X;RMSE_C;NMRSE_C;MAPE_C;RMSE_N;NMRSE_N;MAPE_N;RMSE_pH;NMRSE_pH;MAPE_pH;RMSE;NMRSE;MAPE;AIC;BIC
Model_iteration_3;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;10.7126776;1.168154284;0.158541167;;17.56760135;;;;;;;;;;1025.283825;100278.319;3.364845282;;19.59955162;;;0.376306232;0.383598047;57.01632815;0.81518047;0.305444503;10.94761745;0.023454827;0.18490148;1.897765845;0.24189961;0.302374512;2.041528663;0.465078254;0.066818523;17.97581003;-53.24396795;-46.48845013
Model_iteration_18;['pH_UL'];[5.5];[21.0];;;;;;;;;;;;8.178718697;;;;;;;;;;;;;;574203.1988;;;0.43303273;0.441423754;48.5340554;0.882634831;0.330719352;16.17609432;0.031120688;0.245333777;2.625502602;0.194716051;0.243395064;2.340633221;0.501359259;0.072031071;17.41907139;-53.23458805;-51.5457086
Model_iteration_6;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;14.35075231;1.168663696;0.119665386;;16.04858895;;;;;;;;;;766.6011018;55568.99845;8.793172419;;44.67374748;;;0.376594255;0.383891652;57.06185201;0.815498571;0.305563694;10.95395748;0.022881628;0.180382779;1.761272232;0.241966039;0.302457549;2.042490406;0.465277414;0.066847136;17.95489303;-53.20971705;-46.45419923
Model_iteration_38;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.45678633;1.187239163;;;19.25171458;;;;;;;;;;901.6876653;312953.6701;;;1831.080068;;;0.387628366;0.395139574;58.76501052;0.836252176;0.313339977;11.34897213;0.020256065;0.159684678;1.676699085;0.246193222;0.307741528;2.10175786;0.477125472;0.068549365;18.4731099;-53.19806231;-48.13142395
Model_iteration_17;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;11.41100207;1.180879103;0.113744798;;5.835685761;;;;;;;;;;969.8466111;10752.01618;57.19061517;;4335.304067;;;0.377550037;0.384865953;57.17167965;0.815579378;0.305593972;11.09233147;0.021174696;0.166926523;1.712241608;0.241732722;0.302165902;2.061648234;0.465455913;0.066872781;18.00947524;-53.1790316;-46.42351378
Model_iteration_15;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.18719612;0.119348657;;19.46876751;;;;;;;;;;;82267.06586;9.639830648;;469.3917676;;;0.387600533;0.395111201;58.76080473;0.836151002;0.313302068;11.34711709;0.037939505;0.299088569;3.242411851;0.246173044;0.307716305;2.101482131;0.477342447;0.068580538;18.86295395;-53.16169028;-48.09505192
Model_iteration_5;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;11.11074763;1.169369309;0.118363116;;15.71248385;;;;;;;;;;988.8791891;16656.78356;3.699993695;;32.03674788;;;0.377002356;0.38430766;57.12625338;0.816206076;0.305828793;10.96786973;0.022047489;0.173807011;1.771627158;0.242113111;0.302641389;2.04459384;0.46567907;0.066904843;17.97758603;-53.14068581;-46.385168
Model_iteration_40;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;11.49591073;1.18814729;;;15.09554372;;;;;;;;;;976.1044866;189492.6362;;;37.12846304;;;0.388170606;0.395692321;58.84679511;0.836950555;0.313601657;11.36193657;0.021585072;0.170161636;1.733970234;0.246332958;0.307916198;2.103692103;0.477574207;0.068613836;18.51159851;-53.12285789;-48.05621953
Model_iteration_40;['YX_C', 'pH_UL'];[0.35, 5.5];[0.8, 21.0];;;;;;;0.704641087;;;;;16.8527722;;;;;;;;;717.1535323;;;;;5840.350872;;;0.576538979;0.587710773;90.75590231;0.728596486;0.273001868;10.62703161;0.028561339;0.225157656;2.317499799;0.308889515;0.386111894;3.278098466;0.489764871;0.070365288;26.74463305;-53.10638864;-49.72862973
Model_iteration_49;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;10.47165819;1.1700909;0.109726823;;15.36449441;;;;;;;;;;1050.625635;11935.4711;0.405276554;;1.826678158;;;0.377418913;0.384732289;57.19186936;0.816891686;0.306085688;10.9813363;0.024643481;0.194271999;2.043877039;0.242255465;0.302819331;2.046629609;0.466114813;0.066967447;18.06592808;-53.06586369;-46.31034588
Model_iteration_40;['YX_C', 'Xmax', 'mu_max', 'pH_UL'];[0.35, 1.15, 0.08, 5.5];[0.8, 1.2, 0.16, 21.0];;;;;;;0.473634857;;1.155768703;0.099143888;;12.16138184;;;;;;;;;811.472437;;13103.7236;19.50463671;;116.2277574;;;0.36919279;0.376346765;55.87255337;0.822417587;0.308156218;11.08982959;0.039224672;0.309219929;3.394220884;0.238884657;0.298605821;1.997826423;0.466711489;0.067053172;18.08860757;-52.96352066;-46.20800285
Model_iteration_38;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;10.53507274;1.172971616;0.095221864;;11.07292612;;;;;;;;;;1047.66758;320864.2127;525.0023856;;3767.369246;;;0.378999887;0.386343898;57.43977502;0.817854187;0.306446332;11.00110958;0.024384703;0.192231973;2.009035212;0.242456544;0.30307068;2.049632414;0.466879581;0.067077322;18.12488806;-52.93471281;-46.17919499
Model_iteration_21;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.3119229;1.189970458;;;20.06497559;;;;;;;;;;914.8135695;79524.11433;;;1163.573626;;;0.389291287;0.396834718;59.01536468;0.839397983;0.314518697;11.40680641;0.020341181;0.160355672;1.686624631;0.24681987;0.308524837;2.110358215;0.4789234;0.068807676;18.55478849;-52.89716888;-47.83053052
Model_iteration_3;['YX_C', 'YX_N', 'Xmax', 'mu_max', 'pH_UL'];[0.35, 10.0, 1.15, 0.08, 5.5];[0.8, 15.0, 1.2, 0.16, 21.0];;;;;;;0.493261924;13.40030844;1.166238849;0.081312006;;16.15237448;;;;;;;;;787.8357008;817.9456372;22987.63405;0.21461196;;0.869231358;;;0.375184875;0.382454961;56.83853793;0.79463627;0.297746682;10.54469122;0.021148699;0.166721577;1.615031837;0.241392397;0.301740496;2.034274247;0.455776274;0.065482093;17.75813381;-52.86025729;-44.41586002
Model_iteration_22;['YX_C', 'YX_N', 'Xmax', 'mu_max', 'pH_UL'];[0.35, 10.0, 1.15, 0.08, 5.5];[0.8, 15.0, 1.2, 0.16, 21.0];;;;;;;0.516734453;14.38966658;1.199216476;0.120777949;;11.67850207;;;;;;;;;777.3638587;787.7495934;61285.88839;0.710306827;;4.475506383;;;0.394926369;0.402578994;59.95541372;0.782925076;0.29335855;10.43799602;0.022079307;0.174057842;1.670306207;0.248577109;0.310721386;2.134314762;0.455855401;0.065493461;18.54950768;-52.84636981;-44.40197254
Model_iteration_49;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.48917359;1.190492062;;;19.24254189;;;;;;;;;;902.2670955;240655.9836;;;45.5988235;;;0.389608967;0.397158554;59.06301431;0.839963031;0.314730418;11.41715027;0.02025939;0.15971089;1.677220688;0.246931976;0.30866497;2.111893922;0.479249122;0.068854473;18.5673198;-52.84277829;-47.77613993
Model_iteration_18;['YX_C', 'pH_UL'];[0.35, 5.5];[0.8, 21.0];;;;;;;0.697780803;;;;;17.68653064;;;;;;;;;724.2435124;;;;;884.1963268;;;0.576541085;0.58771292;90.75623542;0.733392142;0.274798779;10.60952229;0.02855938;0.225142213;2.317339062;0.308904991;0.386131238;3.278386413;0.491554063;0.070622344;26.7403708;-52.81466797;-49.43690906
Model_iteration_25;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;11.73865077;1.190903481;;;19.67592496;;;;;;;;;;960.3516625;69331.86239;;;1238.431728;;;0.389860944;0.397415413;59.10077391;0.840452948;0.314913988;11.42609724;0.021112753;0.166438209;1.720855315;0.247029113;0.308786392;2.113221364;0.479536715;0.068895792;18.59023696;-52.79478544;-47.72814708
Model_iteration_25;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.190637065;0.118256011;;19.3989076;;;;;;;;;;;51082.96137;3.356858222;;52.76586253;;;0.389695696;0.397246964;59.07601054;0.840070609;0.314770727;11.41913083;0.037805473;0.298031956;3.226940031;0.246953467;0.308691833;2.112189445;0.479582274;0.068902338;18.95856771;-52.78718527;-47.72054691
Model_iteration_50;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;14.26729838;1.1732689;0.103225458;;13.22751606;;;;;;;;;;774.1817799;67906.79804;13.16490837;;135.4894637;;;0.379255235;0.386604194;57.47970198;0.819756619;0.307159165;11.03735542;0.022576983;0.177981174;1.722104642;0.242848236;0.303560295;2.055088025;0.467792805;0.067208526;18.07356252;-52.77838441;-46.0228666
Model_iteration_16;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;10.40474046;1.174054452;0.154255757;;11.07262699;;;;;;;;;;1056.4596;11611.9413;1.854875835;;12.7973467;;;0.379683666;0.387040927;57.54651052;0.819812763;0.307180202;11.03876255;0.02513962;0.198183211;2.10925258;0.242860457;0.303575572;2.055307009;0.467938526;0.067229462;18.18745816;-52.75346779;-45.99794997
Model_iteration_18;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.79522667;;;0.153882929;;16.64895853;;;;;;;;;635.2807152;;;7.894240654;;2023.08937;;;0.57653884;0.587710631;90.75587963;0.702238624;0.263125695;11.49689404;0.028561593;0.225159663;2.317520793;0.308887551;0.386109439;3.27806164;0.480042551;0.068968467;26.96208903;-52.71044249;-47.64380413
Model_iteration_34;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.783728226;;;0.137911783;;20.42575574;;;;;;;;;644.2732958;;;3.008668641;;263.8845605;;;0.576544387;0.587716286;90.75675548;0.702464342;0.26321027;11.24677352;0.02855589;0.225114699;2.317052367;0.30893253;0.386165663;3.278900158;0.480133921;0.068981594;26.89987038;-52.69521691;-47.62857855
Model_iteration_10;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.191474156;0.138293726;;20.06399805;;;;;;;;;;;54895.39071;3.041276195;;370.370889;;;0.390209983;0.397771216;59.15301995;0.84110376;0.315157844;11.4379704;0.037770543;0.29775659;3.223634761;0.247158067;0.308947584;2.114983099;0.480164839;0.068986036;18.98240205;-52.69006559;-47.62342723
Model_iteration_5;['YX_C', 'YX_N', 'pH_UL'];[0.35, 10.0, 5.5];[0.8, 15.0, 21.0];;;;;;;0.792815143;10.61931653;;;;19.3654543;;;;;;;;;638.6858468;1784.976488;;;;786.9293363;;;0.576543878;0.587715767;90.75667502;0.702229093;0.263122123;11.44347537;0.043754633;0.344930983;3.937625262;0.308927321;0.386159152;3.278803137;0.480332983;0.069010193;27.3541447;-52.66205601;-47.59541765
Model_iteration_47;['YX_C', 'YX_N', 'pH_UL'];[0.35, 10.0, 5.5];[0.8, 15.0, 21.0];;;;;;;0.778051438;10.67646496;;;;10.81473968;;;;;;;;;645.7292694;1331.871695;;;;21688.84223;;;0.576441936;0.58761185;90.74056306;0.702631076;0.263272745;11.15142222;0.043020076;0.33914025;3.874007513;0.308362412;0.385453014;3.268302853;0.480342024;0.069011492;27.25857391;-52.66055036;-47.59391199
Model_iteration_31;['YX_C', 'YX_N', 'pH_UL'];[0.35, 10.0, 5.5];[0.8, 15.0, 21.0];;;;;;;0.798917491;10.15653258;;;;5.50585429;;;;;;;;;632.7900043;1403.147876;;;;434.6658142;;;0.57654907;0.58772106;90.75749382;0.702336154;0.263162239;11.56867673;0.048528359;0.382563702;4.403038438;0.309010261;0.386262826;3.280344275;0.480501625;0.069034422;27.50238832;-52.63397348;-47.56733512
Model_iteration_28;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.76247058;;;0.140478836;;10.02812755;;;;;;;;;653.9837887;;;39.79047403;;325.634366;;;0.576334177;0.587502002;90.72286372;0.704347165;0.263915755;10.8917947;0.028671205;0.226023764;2.326457425;0.308008035;0.385010044;3.261838995;0.48061341;0.069050483;26.80073871;-52.61536428;-47.54872591
Model_iteration_27;['YX_C', 'YX_N', 'pH_UL'];[0.35, 10.0, 5.5];[0.8, 15.0, 21.0];;;;;;;0.766066431;11.19195298;;;;18.11838961;;;;;;;;;663.7581827;1610.550585;;;;1746.186705;;;0.576541862;0.587713712;90.75635721;0.70431972;0.263905472;10.91366554;0.038590026;0.304216829;3.482474203;0.308911621;0.386139526;3.278510279;0.480983983;0.069103724;27.10775181;-52.55370478;-47.48706642
Model_iteration_47;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;13.74637717;1.177284266;0.13298898;;10.13375916;;;;;;;;;;802.9651677;9433.983859;1.871107877;;15.1535116;;;0.381441169;0.388832486;57.8187951;0.821684341;0.307881474;11.07725287;0.021513151;0.169594662;1.620124985;0.24324367;0.304054588;2.061096425;0.469119607;0.06739915;18.14431735;-52.55180148;-45.79628367
Model_iteration_37;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;11.70897236;1.193358322;;;16.9095867;;;;;;;;;;963.3313273;195508.179;;;17.05720265;;;0.391362372;0.398945935;59.33089192;0.843123533;0.315914644;11.47471866;0.021233305;0.167388557;1.724410626;0.24755761;0.309447013;2.120433902;0.481081444;0.069117726;18.66261378;-52.53749613;-47.47085777
Model_iteration_41;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.194281843;0.133295063;;11.55049492;;;;;;;;;;;14946.287;19.06988825;;123.3597751;;;0.391872956;0.399466413;59.42107407;0.84261367;0.315723601;11.46589137;0.037716131;0.297327649;3.218440357;0.247457583;0.309321979;2.119137688;0.481201614;0.069134991;19.05613587;-52.51751532;-47.45087695
Model_iteration_22;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;12.13013126;1.1758048;0.155614706;;14.87077447;;;;;;;;;;913.963211;75381.44209;6.85111671;;46.02495009;;;0.380773578;0.388151959;57.71601661;0.823173445;0.308439435;11.10300109;0.0203377;0.16032823;1.686460097;0.243549488;0.30443686;2.064963259;0.469662915;0.067477208;18.14261026;-52.45920352;-45.7036857
Model_iteration_41;['YX_C', 'pH_UL'];[0.35, 5.5];[0.8, 21.0];;;;;;;0.69004648;;;;;16.96320068;;;;;;;;;732.3274243;;;;;2127.272318;;;0.576539336;0.587711137;90.7559597;0.73931339;0.277017445;10.58943014;0.028561052;0.225155392;2.317476324;0.308891778;0.386114723;3.278139616;0.493764053;0.070939856;26.73525144;-52.45580015;-49.07804124
Model_iteration_19;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.193714208;0.14854521;;19.213975;;;;;;;;;;;185411.8409;2.260093917;;5.438499902;;;0.391584862;0.399172736;59.37007341;0.843671889;0.316120111;11.4846246;0.037683827;0.297072988;3.215419938;0.247665625;0.309582031;2.121898619;0.481632457;0.069196891;19.04800414;-52.44591954;-47.37928117
Model_iteration_42;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.196356714;0.144270791;;10.2579064;;;;;;;;;;;11799.16453;0.459160291;;3.64437884;;;0.393079619;0.400696458;59.63328226;0.843608527;0.316096369;11.48448765;0.037679305;0.297037333;3.214901897;0.247654014;0.309567517;2.121900975;0.481907453;0.0692364;19.1136432;-52.40025512;-47.33361676
Model_iteration_34;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.73301885;1.196395434;;;10.76051214;;;;;;;;;;888.6453207;329296.1429;;;21655.26076;;;0.393150907;0.400769128;59.64551752;0.844467466;0.31641821;11.49963952;0.020234457;0.159514335;1.666865095;0.247823326;0.309779158;2.124139708;0.482057769;0.069257996;18.73404046;-52.37530551;-47.30866715
Model_iteration_45;['YX_C', 'YX_N'];[0.35, 10.0];[0.8, 15.0];;;;;;;0.416970767;10.03780834;;;;;;;;;;;;;248.696463;1094.574334;;;;;;;0.303134084;0.309008018;27.08329376;0.933286906;0.34969846;19.71610255;0.040350134;0.318092286;3.624761664;0.113704935;0.142131169;1.487886915;0.494335834;0.071022005;12.97801122;-52.36321333;-48.98545442
Model_iteration_13;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.195257254;0.086657413;;13.64074769;;;;;;;;;;;133944.575;6.214002955;;41.38107035;;;0.392498306;0.400103881;59.53084844;0.844380788;0.316385732;11.4977195;0.037657958;0.296869054;3.212942949;0.247805792;0.30975724;2.123845196;0.482146157;0.069270695;19.09133902;-52.36063839;-47.29400003
Model_iteration_24;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;11.02297632;1.178303884;0.097125859;;11.63284005;;;;;;;;;;1006.484387;22148.7235;0.495810818;;3.19664661;;;0.382181143;0.389586798;57.9336776;0.824244551;0.308840774;11.12415522;0.02262359;0.178348587;1.813106238;0.243769741;0.304712176;2.068156492;0.470472374;0.067593504;18.23477389;-52.32144302;-45.5659252
Model_iteration_26;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.194991641;0.11178978;;19.07300578;;;;;;;;;;;12782.08298;4.681814246;;27.22578243;;;0.392369158;0.39997223;59.50801558;0.845062461;0.316641152;11.50977787;0.037636995;0.296703795;3.210978339;0.247939552;0.30992444;2.125621459;0.482435147;0.069312215;19.08859831;-52.31270223;-47.24606386
Model_iteration_20;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;14.45090629;1.180543023;0.108883458;;10.35124059;;;;;;;;;;766.4875035;10421.32117;6.02953437;;47.57714906;;;0.383329155;0.390757056;58.10921271;0.825072173;0.30915088;11.14324415;0.022796408;0.179710968;1.750598921;0.24393474;0.304918426;2.071002794;0.471091596;0.067682469;18.26851464;-52.21621868;-45.46070087
Model_iteration_26;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.94693197;1.19729347;;;11.61519463;;;;;;;;;;875.4331203;321084.5889;;;948.6104779;;;0.393743973;0.401373686;59.74910914;0.846309003;0.317108226;11.53257984;0.020279661;0.159870686;1.656935834;0.248185123;0.310231404;2.129005008;0.483032185;0.069397992;18.76690746;-52.21375942;-47.14712106
Model_iteration_12;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.740291071;;;0.09264979;;20.57518581;;;;;;;;;682.2864372;;;8.490018747;;24.57806325;;;0.576539598;0.587711404;90.75599993;0.71081923;0.266340809;10.71260124;0.028559231;0.225141037;2.317326582;0.308906003;0.386132504;3.278407179;0.483192621;0.069421042;26.76608373;-52.18719236;-47.120554
Model_iteration_45;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.616938499;;;0.08513215;;9.826190589;;;;;;;;;688.3929978;;;41.23551396;;338.9105103;;;0.537291297;0.547702575;82.89369026;0.74983642;0.280960377;10.59095348;0.028514817;0.224790907;2.238667631;0.289815802;0.362269752;3.148622943;0.483669021;0.069489487;24.71798358;-52.10835574;-47.04171738
Model_iteration_18;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;11.68801485;1.197511318;;;19.26405011;;;;;;;;;;969.3039165;205466.4747;;;10.47318219;;;0.39393133;0.401564673;59.78161818;0.848097431;0.317778342;11.56430013;0.021395655;0.16866841;1.728911537;0.248535081;0.310668851;2.133677787;0.483910788;0.069524222;18.80212691;-52.06837686;-47.0017385
Model_iteration_23;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.197249466;0.096521703;;19.80544464;;;;;;;;;;;34844.22464;3.67708937;;33.2672793;;;0.393765224;0.401395348;59.75260941;0.847685208;0.317623884;11.55694106;0.037549472;0.29601382;3.202674801;0.248454346;0.310567933;2.132591819;0.483932017;0.069527272;19.16120427;-52.06486741;-46.99822905
Model_iteration_4;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;10.43283741;1.17942283;0.118828244;;16.614039;;;;;;;;;;1065.62716;41125.13484;6.791437448;;530.512411;;;0.38292153;0.390341533;58.04778412;0.827240863;0.309963478;11.18051532;0.025378361;0.200065279;2.139521919;0.244378805;0.305473507;2.076599225;0.472049099;0.067820035;18.36110515;-52.0537821;-45.29826428
Model_iteration_27;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.197549867;0.104128903;;18.26823331;;;;;;;;;;;245532.2163;4.149603771;;364.8656243;;;0.393949807;0.401583508;59.78486966;0.847968427;0.317730004;11.56202994;0.03753994;0.295938682;3.20176882;0.24850989;0.310637362;2.133343763;0.484100536;0.069551484;19.17050304;-52.037014;-46.97037564
Model_iteration_42;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.731588959;;;0.135091111;;13.15078224;;;;;;;;;690.101705;;;11.01364915;;46.12763741;;;0.576511156;0.587682411;90.75150913;0.713927677;0.267505531;10.69287061;0.028583808;0.225334785;2.319343216;0.308711793;0.385889741;3.274790856;0.484297906;0.06957984;26.75962845;-52.00440428;-46.93776592
Model_iteration_31;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;12.25066217;1.180130528;0.123507898;;15.64217287;;;;;;;;;;908.3756844;28032.76391;5.957322752;;169.4073371;;;0.383340677;0.390768801;58.11218538;0.827930657;0.310221941;11.19359878;0.020299437;0.160026593;1.68278788;0.244518855;0.305648568;2.078559308;0.472393053;0.067869451;18.26678284;-51.99551208;-45.23999426
Model_iteration_37;['YX_C', 'pH_UL'];[0.35, 5.5];[0.8, 21.0];;;;;;;0.680607889;;;;;19.80790403;;;;;;;;;742.5737265;;;;;813.5706946;;;0.576544505;0.587716406;90.75677403;0.747509783;0.280088597;10.56416659;0.028555969;0.225115325;2.317058908;0.308931922;0.386164902;3.278888644;0.496847265;0.071382826;26.72922204;-51.95780917;-48.58005026
Model_iteration_26;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.728395018;;;0.12901925;;11.32833573;;;;;;;;;691.4787735;;;616.6495104;;4360.641963;;;0.576456442;0.587626637;90.74285825;0.714957232;0.2678913;10.68589741;0.028618737;0.225610141;2.32220329;0.308434887;0.385543609;3.26964855;0.484617629;0.069625775;26.75515188;-51.95160744;-46.88496907
Model_iteration_43;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;10.42808643;1.199124729;;;16.34594268;;;;;;;;;;1090.086069;47824.3023;;;321.4962822;;;0.394928845;0.402581517;59.95559566;0.849795332;0.318414538;11.5946743;0.026592406;0.209635966;2.287645047;0.248867039;0.311083798;2.138160145;0.484964653;0.069675633;18.99401879;-51.89434174;-46.82770338
Model_iteration_16;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.720758655;;;0.110836162;;12.86695179;;;;;;;;;700.0713769;;;23.87817268;;59.96634221;;;0.576495935;0.587666895;90.74910239;0.718820271;0.269338764;10.6672933;0.028593149;0.225408427;2.320108464;0.308637726;0.385797158;3.273416365;0.486087687;0.069836981;26.75248013;-51.70929958;-46.64266121
Model_iteration_1;['YX_C', 'YX_N', 'Xmax', 'pH_UL'];[0.35, 10.0, 1.15, 5.5];[0.8, 15.0, 1.2, 21.0];;;;;;;0.49176406;11.52703753;1.19504832;;;12.27850332;;;;;;;;;814.6578403;980.3398124;193127.8733;;;102.3597338;;;0.392371099;0.399974208;59.5085089;0.826682115;0.309754118;11.16959983;0.021696209;0.171037767;1.743529681;0.247750171;0.309687714;2.123088455;0.474133228;0.068119465;18.63618172;-51.701354;-44.94583618
Model_iteration_20;['YX_C', 'Xmax', 'pH_UL'];[0.35, 1.15, 5.5];[0.8, 1.2, 21.0];;;;;;;0.44554876;;1.166852591;;;9.370791934;;;;;;;;;815.0761934;;11676.48891;;;38670.27913;;;0.360039202;0.367015805;54.34673546;0.872757333;0.327018297;12.53758175;0.03891696;0.306794148;3.385844697;0.233179611;0.291474514;1.984805557;0.486626358;0.069914372;18.06374187;-51.62069457;-46.55405621
Model_iteration_28;['YX_C', 'pH_UL'];[0.35, 5.5];[0.8, 21.0];;;;;;;0.67454033;;;;;20.0267189;;;;;;;;;750.8624117;;;;;2222.807221;;;0.576544805;0.587716712;90.75682189;0.753248222;0.282238764;10.54760619;0.028555707;0.225113256;2.317037385;0.308934008;0.386167509;3.27892642;0.499009631;0.071693497;26.72509797;-51.6103907;-48.23263179
Model_iteration_36;['YX_C', 'pH_UL'];[0.35, 5.5];[0.8, 21.0];;;;;;;0.670525285;;;;;10.09092296;;;;;;;;;744.2863457;;;;;33660.87017;;;0.576372362;0.587540928;90.72946228;0.755252484;0.282989752;10.53820143;0.028662147;0.225952359;2.325745284;0.308088609;0.385110762;3.263239457;0.499587711;0.07177655;26.71416211;-51.5177679;-48.14000899
Model_iteration_35;['YX_N', 'pH_UL'];[10.0, 5.5];[15.0, 21.0];;;;;;;;14.70275115;;;;8.16260773;;;;;;;;;;958.1951017;;;;553682.0175;;;0.431851596;0.440219733;48.27627767;0.879879533;0.329686954;16.13609308;0.020332294;0.160285615;1.665757271;0.193980605;0.242475756;2.331473432;0.499681316;0.071789999;17.10240036;-51.5027801;-48.12502119
